"Well, The $ was right...","Well, I just purchased your travel medical insurance going to the US for 6 months. The rate was very very good and I hope, should anything happen, that you will provide coverage. I will then, should I need to, update my review ;). BUT, overall a very smooth experience (what a treat!) and with that, I would recommend your insurance for the rate and it was hassle free."
Crystal found us the best rate…,Crystal found us the best rate possible! She was very efficient & knowledgeable & a pleasure to speak with.
Very thorough and easy to understand,Very thorough and easy to understand. Good price on travel insurance compared to other quotes we received.
amazing experience with Samantha,Samantha was amazing and very polite. She took the time to explain everything and responded to all my questions.
3rd year in a row we've used this…,3rd year in a row we've used this insurance. Easy to use online.
I have still not received my policy…,I have still not received my policy although I have paix for it.
Travel insurance,I was able to donut all online.
The agent was very helpful,"The agent was very helpful. They took time to search for best policy for my needs. Thank you.
John McIsaac"
Travel Advisor is a wealth of valuable…,Travel Advisor is a wealth of valuable info and resources for anything a snowbird may require from travel insurance to currency exchange and so much more!
The agent was polite,"The agent was polite, patient & knowledgeable"
Efficient Sales Service,"Expert, efficient sales service."
Quick and easy with very helpful staff,"Date of experience: November 02, 2024"
Very satisfied with Snowbird Advisory…,Very satisfied with Snowbird Advisory Insurance company so far. Very knowledgeable people and extremely friendly. This is our second year with you and the best rate so far. Haven’t had any claim thus far and hopefully if we do that will go smoothly also.
The representative was well informed,"The representative was well informed, conscientious and knowledgeable"
Efficient customer service personnel,Efficient customer service personnel. Spoke clearly and explains points
Easy,"Easy, convenient, affordable, reliable…"
Good Product,Services appears good and cost seems fair. The agent worked with us to get the best possible arrangement to fit our needs.
Excellent service,Excellent service
