,score,review,date,pos,neg,neu,compound,year,month
577,1,Very easy to use and reasonable price Thank you,2021-03-30,0.449,0.0,0.551,0.6901,2021,2021-03
578,1,pretty easy to follow along and fill it out,2021-12-18,0.466,0.0,0.534,0.7269,2021,2021-12
579,1,I ve been using Snowbird Insurance for the last    years  always great service and good prices  Easy  efficient and trustworthy ,2022-01-04,0.521,0.0,0.479,0.946,2022,2022-01
580,1,I ve dealt with Snowbird Advisor Insurance for a few years now and each year I buy an annual plan and then a four month top up as we head to Palm Springs for the winter   Each time the Rep on the other end in pleasant  knowledgeable and prompt in their dealings  This time  I dealt with Teresa whom I ve dealt with on a few occasions and she is the definition of a star employee  She knows her stuff and easy to work with  So  Snowbird Advisor Insurance  hold onto her  She a real ASSET to your company and to us who pay the freight   Hopefully  I won t ever have to make a claim but the REAL test is how the company supports the customer in a time of need and hopefully they don t scurry down the rabbit hole if it comes time to pay  For now  based on the manner of how they do business  I m going to guess they ll be there in a time of need ,2023-11-08,0.101,0.015,0.884,0.9302,2023,2023-11
581,1,Jenny was excellent in guiding me through questionnaire  She explained things well and was patient and pleasant ,2022-04-30,0.394,0.0,0.606,0.8442,2022,2022-04
582,0,Very patient attendant  however   they need to offer all options up front  Feel we had to explore options as they came to light,2023-10-22,0.0,0.0,1.0,0.0,2023,2023-10
583,1,Easy  straight forward  kept files from previous history  pleasant to deal with on phone,2020-05-23,0.424,0.0,0.576,0.7964,2020,2020-05
584,1,Great customer service provided best plan which is very reasonable,2022-06-03,0.509,0.0,0.491,0.8519,2022,2022-06
585,0,The agent took a lot of time with us and answered all our questions ,2022-12-28,0.0,0.0,1.0,0.0,2022,2022-12
586,1,Stavro was excellent to deal with,2023-01-27,0.425,0.0,0.575,0.5719,2023,2023-01
587,1,Very helpful and patient,2021-01-30,0.508,0.0,0.492,0.4754,2021,2021-01
588,1,Easy to use website  Customer service were excellent when I needed to make a change ,2022-11-14,0.337,0.0,0.663,0.765,2022,2022-11
589,1,Was able to obtain the special insurance I needed at a reasonable price,2022-08-05,0.184,0.0,0.816,0.4019,2022,2022-08
590,1,I did not like the     increase in premium after   years claim free with Blue Cross i wish my pension increased this much to keep up ,2022-06-09,0.252,0.127,0.622,0.6159,2022,2022-06
591,1,The agent I dealt with was helpful and efficient and the insurance product I purchased was priced very competitively ,2023-03-20,0.248,0.0,0.752,0.6808,2023,2023-03
592,-1,I found them to be very informative and the time it took was so quick  no waiting on the phone for a representative,2023-03-13,0.0,0.101,0.899,-0.3566,2023,2023-03
593,1,Great simple to use,2021-07-22,0.577,0.0,0.423,0.6249,2021,2021-07
594,1,Competitive pricing and easy to apply,2022-11-28,0.535,0.0,0.465,0.5574,2022,2022-11
595,1,Knowledgeable  friendly and courteous staff ,2020-04-18,0.684,0.0,0.316,0.7579,2020,2020-04
596,1,We were very pleased with the service we received from Snowbird Advisor  As we had a hard time to get the coverage we needed ,2022-12-01,0.12,0.053,0.827,0.4201,2022,2022-12
597,1,Really helpful and great at explaining all the questions,2023-04-24,0.516,0.0,0.484,0.8155,2023,2023-04
598,1,Great service,2022-07-23,0.804,0.0,0.196,0.6249,2022,2022-07
599,1,Company representative was excellent   personable  professional and knowledgeable ,2021-02-01,0.346,0.0,0.654,0.5719,2021,2021-02
600,0,The representative was accommodating and patient ,2023-05-31,0.0,0.0,1.0,0.0,2023,2023-05
601,1,Straight forward function of the online application and declaration   Options were easy to understand and price for different deductibles ,2021-09-25,0.22,0.0,0.78,0.5859,2021,2021-09
602,1,Knowledgeable and helpful customer service representative,2023-03-02,0.359,0.0,0.641,0.4215,2023,2023-03
603,1,Simple  straight forward and reasonably affordable  quick and efficient ,2023-04-01,0.402,0.0,0.598,0.5719,2023,2023-04
604,1,easy to follow application and good pricing,2023-05-23,0.537,0.0,0.463,0.7003,2023,2023-05
605,1,Quick efficient response     minutes and I had my insurance ,2022-01-02,0.259,0.0,0.741,0.4215,2022,2022-01
606,1,I believe her name was Jody  She was effiecent knowledgable and most important friendly  Its hard to positive experiences over the phone these days  She explained everything like it was her first time today     I know she probably recites those disclaimers in her sleep ,2020-08-22,0.224,0.027,0.749,0.8826,2020,2020-08
607,1,Easy peasy with a great price ,2021-10-19,0.636,0.0,0.364,0.7906,2021,2021-10
608,1,Knowledgeable person giving us information and assistance when completing questionnaire,2022-01-20,0.211,0.0,0.789,0.34,2022,2022-01
609,0,Very professional and knowledgeable,2021-08-10,0.0,0.0,1.0,0.0,2021,2021-08
610,-1,Very knowledgeable agent  Nicholas   The downside was the cost for   months coverage  We will be changing our plans in the future to   or   one week all inclusive stays ,2022-10-29,0.0,0.069,0.931,-0.25,2022,2022-10
611,1,Easy to order  need to concentrate and fully understand some of the questions  Really well setup ,2023-01-02,0.274,0.0,0.726,0.6478,2023,2023-01
612,1,Easy to use  Quick ,2022-08-11,0.492,0.0,0.508,0.4404,2022,2022-08
613,1,Fast and efficient and very friendly ,2021-05-06,0.611,0.0,0.389,0.7425,2021,2021-05
614,1,Great price   Easy navigation thru the application process ,2022-07-01,0.538,0.0,0.462,0.7906,2022,2022-07
615,1,It was easy to get insurance,2023-06-30,0.367,0.0,0.633,0.4404,2023,2023-06
616,1,Great service  no wait time on phone  Answered the medical questions  Given a quote immediately  Very competitive pricing  Purchased insurance  hopefully I won t need to use it  If I do  I ll advise how they treated me and my situation  So far good to deal with ,2023-06-07,0.266,0.037,0.696,0.9256,2023,2023-06
617,1,The person who helped with our application was very efficient and explained in terms we could understand  Experience was not too long  She helped us determine which type of insurance we should choose for our trip,2023-04-12,0.081,0.0,0.919,0.4754,2023,2023-04
618,1,Easy online access,2023-04-06,0.592,0.0,0.408,0.4404,2023,2023-04
619,0,Always convenient and professional ,2020-06-18,0.0,0.0,1.0,0.0,2020,2020-06
620,1,This year has been the simplest   most smooth application for travel insurance  Your agent  Patty  was extremely efficient  Patty answered all my questions and explained the process clearly  Patty s tone is warm  friendly and professional  Patty has a smile in her voice ,2023-11-17,0.261,0.0,0.739,0.908,2023,2023-11
621,1,Pretty much straightforward and simple questions ,2022-08-03,0.39,0.0,0.61,0.4939,2022,2022-08
622,1,Always receive excellent guidance from Karen D  when I renew my insurance  I have referred friends and family to Snowbirds ,2022-03-05,0.274,0.0,0.726,0.7783,2022,2022-03
623,1,I deal with CARLA and she is a GEM She is courteous knowledgeable and she makes my life much easier whether it s the original policy or the many changes I need to make earlier this year You should cherish her and reward her accordingly Also your date of experience   Should be allowed to be added too The above compliments are related to the numerous dealing I ve had with Carla over the past     yrs Ann Marie Sage,2021-09-25,0.195,0.0,0.805,0.9468,2021,2021-09
624,1,The most inexpensive insurance I found and super easy to navigate  Highly recommended ,2023-05-02,0.471,0.0,0.529,0.8357,2023,2023-05
625,1,The availability of contacting someone live when you initiate a call and response is extremely helpful  On the spot approval and follow up conformation reflects very good service ,2020-01-29,0.273,0.0,0.727,0.855,2020,2020-01
626,1,The agent was extremely helpful in explaining everything,2023-04-03,0.306,0.0,0.694,0.4754,2023,2023-04
627,1,It s very simple to apply and get a good price,2023-12-16,0.225,0.0,0.775,0.4404,2023,2023-12
628,1,Clear questions easy to complete reasonable prices,2020-12-04,0.524,0.0,0.476,0.6705,2020,2020-12
629,1,I liked the terms for pre existing conditions and agents very helpful  Costs comparable to other plans ,2023-10-20,0.282,0.0,0.718,0.7089,2023,2023-10
630,1,Didn t have to wait long to speak to someone  Good customer service  Simple process  Value pricing  Two thumbs up ,2023-09-27,0.227,0.0,0.773,0.6486,2023,2023-09
631,-1,Fast and reasonably priced  I would have given you a   star but you refused insurance for my husband altogether  Risky to travel without insurance at all  Even a limited policy would have been better than nothing ,2021-05-14,0.089,0.17,0.741,-0.3612,2021,2021-05
632,0,rate is cheaper than other insurance company,2021-05-25,0.0,0.0,1.0,0.0,2021,2021-05
633,1,Best price and service,2023-09-12,0.583,0.0,0.417,0.6369,2023,2023-09
634,1,Good concise information on line,2020-08-04,0.42,0.0,0.58,0.4404,2020,2020-08
635,1,The agent was fantastic  Unfortunately your price was about       Too high  I found the same coverage for      less ,2023-08-17,0.164,0.109,0.727,0.296,2023,2023-08
636,1,The application process was straightforward and quick  After comparison with other providers  the cost is more than fair ,2023-03-01,0.132,0.0,0.868,0.3774,2023,2023-03
637,1,The snowbird rep was fantastic  She was friendly and knowledgeable   She reviewed the different policies to ensure we got the best rate ,2022-12-29,0.43,0.0,0.57,0.9274,2022,2022-12
638,1,Easy person to deal with   made me comfortable asking questions ,2023-06-29,0.437,0.0,0.563,0.7351,2023,2023-06
639,1,Friendly  helpful   courteous  ,2023-12-09,1.0,0.0,0.0,0.8519,2023,2023-12
640,1,Rates are very competitive  Plans could be made easier to understand  Customer representative was somewhat helpful ,2021-03-20,0.36,0.0,0.64,0.743,2021,2021-03
641,1,Excellent staff ,2022-05-25,0.787,0.0,0.213,0.5719,2022,2022-05
642,1,She was very thorough in explaining items in question  I felt confident in the outcome of our conversation  No hesitation in buying again ,2023-04-20,0.193,0.0,0.807,0.6142,2023,2023-04
643,1,I m grateful to my agent for her patience and willingness to help me obtain insurance  I have a complicated case ,2020-06-15,0.302,0.0,0.698,0.7783,2020,2020-06
644,1,I needed travel insurance and the rep I spoke to was very helpful  knowledgeable  and helped me save a few dollars  which I appreciated  I will use Snowbird again ,2020-03-31,0.27,0.0,0.73,0.8622,2020,2020-03
645,1,The Service Advisor was very knowledgeable and helpful in determining what policy was best for me  Good job  ,2021-12-14,0.404,0.0,0.596,0.8797,2021,2021-12
646,1,Very easy to talk to and made this an easy process ,2020-02-08,0.404,0.0,0.596,0.7264,2020,2020-02
647,1,Ease of use and pricing made for an practical experience ,2023-02-23,0.217,0.0,0.783,0.3612,2023,2023-02
648,0,Slightly complicated on line  but insurance is purchased,2020-06-21,0.0,0.0,1.0,0.0,2020,2020-06
649,1,I would like to share my experience with Snowbird Advisor Insurance in the hopes that other members don t also get fooled   Upon viewing the    discount for members on the Snowbird website  I went online to book travel insurance for my trip  I dutifully answered all the questions and eventually got to the cart  but the discount was nowhere in sight   I called Snowbird insurance only to be told that the discount only applies to some travel insurance   not all  Really   I expect better from Snowbird Advisor  Shame on you ,2021-10-14,0.095,0.06,0.845,0.3706,2021,2021-10
650,0,Your representative Jenny  was very polite and knowledgeable  First time in   years coverage had we been offered a tax receipt   We do use Snowbird for our travels but feel if there is not a claim  and we have used it for   years   there should be a percentage rebate after non use of our policies  Cost went up over           for us this year making it almost              pensioners cannot afford it ,2022-01-23,0.0,0.0,1.0,0.0,2022,2022-01
651,1,Quick and easy  The price was good,2023-05-28,0.537,0.0,0.463,0.7003,2023,2023-05
652,1,Always an easy booking experience  competitive pricing as well  Haven t had a claim so no idea on that part but I wouldn t anticipate any issues ,2022-12-17,0.163,0.065,0.772,0.2304,2022,2022-12
653,1,The agent I talked to was very clear about the product and explained everything very clearly  The price was significantly lower than Blue Cross ,2021-04-20,0.202,0.076,0.722,0.5699,2021,2021-04
654,1,easy to complete but questions should have a time frame to them like questions about cholesterol  Have been taking medication for years and well within the range same with diabetic taking meds for years but well within the required level and have been for years  I take a   month blood test regularly ,2021-03-31,0.179,0.0,0.821,0.8591,2021,2021-03
655,1,Nicole was very professional and helpful  I felt we had thoroughly gone through the information ,2022-04-08,0.18,0.0,0.82,0.4703,2022,2022-04
